DepComN;NomCN;DepComA;NomCA;ChefLieu;ComDLG;Date1;Date2;Date3;;;;;;;;;;;;;;;;;
89003;Montholon;89473;Villiers-sur-Tholon;N;O;01/04/2016;;22/07/2016;;;;;;;;;;;;;;;;;
89003;Montholon;89484;Volgré ;N;O;01/04/2016;;22/07/2016;;;;;;;;;;;;;;;;;
89130;Deux Rivières;89130;Cravant;O;O;26/04/2016;;22/07/2016;;;;;;;;;;;;;;;;;
89130;Deux Rivières;89001;Accolay;N;O;26/04/2016;;22/07/2016;;;;;;;;;;;;;;;;;
89405;Hauts de Forterre (Les);89405;Taingy;O;O;16/08/2016;;27/10/2016;;;;;;;;;;;;;;;;;
89405;Hauts de Forterre (Les);89174;Fontenailles;N;O;16/08/2016;;27/10/2016;;;;;;;;;;;;;;;;;
89405;Hauts de Forterre (Les);89260;Molesmes;N;O;16/08/2016;;27/10/2016;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;"     O (*) : maintien des communes déléguées de la commune nouvelle préexistante 
";;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
